name,city,statenam,state,censdist,year,sworn,civil,elecyear,governor,murder,rape,robbery,assault,burglary,larceny,auto,rincpc,econgrow,unemp,citypop,term2,term3,term4,a0_5,a5_9,a10_14,a15_19,a20_24,a25_29,citybla,cityfemh,sta_educ,sta_welf,price,termlim,jid,mayor,date_wa,date_my,web
,20,,NA,NA,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Dec-63,.,0
,20,,NA,NA,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Dec-63,.,0
,20,,NA,NA,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Jan-64,.,0
,20,,NA,NA,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,Jan-68,.,0
,20,,NA,NA,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Jan-68,.,0
,20,,NA,NA,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Jan-68,.,0
,20,,NA,NA,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Jan-68,.,0
,20,,NA,NA,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,Jan-72,.,0
,20,,NA,NA,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Jan-72,.,0
indianapolis,20,,14,32,1969,1089,136,0,0,NA,NA,NA,NA,NA,NA,NA,10.024520874023438,0.032790184020996094,0.02699999511241913,NA,0,0,1,0.09121084213256836,0.10845035314559937,0.11088025569915771,0.09200125932693481,0.07635152339935303,0.06807279586791992,NA,NA,NA,NA,NA,1,48,0,Dec-70,.,0
indianapolis,20,in,14,32,1970,1090,152,0,0,60,253,2073,1205,10309,18374,5314,9.7190704345703125,-0.030944108963012695,0.04925999045372009,510000,0,0,1,0.08965486288070679,0.10560846328735352,0.10821497440338135,0.09212654829025269,0.07783567905426025,0.07019591331481934,16.899993896484375,12,708.7626953125,69.58758544921875,0.3879997730255127,1,48,0,Dec-71,.,0
indianapolis,20,in,14,32,1971,1091,196,1,0,60,264,2109,927,9480,16244,4497,10.017280578613281,0.03022170066833496,0.055479973554611206,510000,0,0,1,0.08811426162719727,0.10279476642608643,0.10557615756988525,0.09225058555603027,0.07930505275726318,0.07229799032211304,17.389999389648438,12.099998474121094,728.39501953125,101.23455810546875,0.4049999713897705,1,48,1,Dec-75,.,0
indianapolis,20,in,14,32,1972,1186,204,0,1,66,275,1398,726,8267,13412,3658,10.526313781738281,0.04956626892089844,0.043719977140426636,510000,0,0,1,0.08658891916275024,0.10000884532928467,0.102963387966156,0.09237337112426758,0.0807599425315857,0.07437926530838013,17.879989624023438,12.199996948242188,772.72705078125,119.6171875,0.4179999828338623,1,48,0,Dec-75,.,0
indianapolis,20,in,14,32,1973,1110,200,0,0,71,291,1352,859,9190,14241,3611,11.382881164550781,0.0782325267791748,0.04343000054359436,510000,0,0,1,0.08507853746414185,0.09725034236907959,0.10037630796432495,0.092494964599609375,0.08220052719116211,0.07644009590148926,18.3699951171875,12.299995422363281,747.74755859375,128.3782958984375,0.4439997673034668,0,48,0,Dec-75,.,0
indianapolis,20,in,14,32,1974,1097,195,0,0,75,306,2343,885,10578,16053,3963,10.918861389160156,-0.04161882400512695,0.05440998077392578,509058,0,0,1,0.08358299732208252,0.09451884031295776,0.09781455993652344,0.09261542558670044,0.08362704515457153,0.0784807801246643,18.860000610351562,12.399993896484375,681.54150390625,123.73223876953125,0.492999792098999,0,48,0,Dec-75,.,0
indianapolis,20,in,14,32,1975,1078,256,1,0,95,351,3092,1117,12333,20770,4155,10.721183776855469,-0.018269777297973633,0.08683997392654419,503411,0,0,1,0.08210194110870361,0.09181386232376099,0.09527772665023804,0.09273463487625122,0.08503967523574829,0.080501556396484375,19.349990844726562,12.5,728.62451171875,126.39404296875,0.5379996299743652,0,48,1,Dec-79,.,0
indianapolis,20,in,14,32,1976,1082,278,0,1,68,347,2366,1363,10357,20457,4013,11.323371887207031,0.054646968841552734,0.060979992151260376,494730,0,0,1,0.08063530921936035,0.08913516998291016,0.09276551008224487,0.09285277128219604,0.08643859624862671,0.08250278234481812,19.839996337890625,12.599998474121094,725.83447265625,142.35498046875,0.5689997673034668,0,48,0,Dec-79,.,0
indianapolis,20,in,14,32,1977,1069,319,0,0,80,346,2139,1220,8665,18051,3773,11.739273071289062,0.036070823669433594,0.057339996099472046,509000,0,0,1,0.07918274402618408,0.0864822268486023,0.09027743339538574,0.09296971559524536,0.08782404661178589,0.0844847559928894,20.329986572265625,12.699996948242188,707.92041015625,146.8646240234375,0.6059999465942383,1,48,0,Dec-79,.,0
indianapolis,20,in,14,32,1978,1046,313,0,0,76,341,1963,1353,8738,18692,3674,12.118095397949219,0.03175997734069824,0.056829988956451416,513271,0,0,1,0.07774412631988525,0.0838547945022583,0.08781325817108154,0.09308552742004395,0.08919614553451538,0.08644765615463257,20.819992065429688,12.799995422363281,680.9814453125,147.2392578125,0.6519999504089355,1,48,0,Dec-79,Dec-79,0
indianapolis,20,in,14,32,1979,996,334,1,0,92,439,2053,1594,8549,18927,3451,11.969696044921875,-0.012321710586547852,0.06391996145248413,513877,0,0,1,0.07631927728652954,0.08125239610671997,0.08537262678146362,0.09320026636123657,0.09055519104003906,0.08839184045791626,21.30999755859375,12.899993896484375,676.30810546875,144.6280517578125,0.7259998321533203,1,48,1,Dec-79,Dec-79,0
indianapolis,20,in,14,32,1980,969,336,0,1,107,410,2193,1743,10074,18906,3787,11.219657897949219,-0.06471061706542969,0.09591996669769287,498753,0,0,1,0.07490795850753784,0.07867473363876343,0.08295518159866333,0.09331393241882324,0.09190136194229126,0.09031760692596436,21.79998779296875,13,645.630859375,146.8446044921875,0.8239998817443848,1,48,0,Nov-83,Dec-83,0
indianapolis,20,in,14,32,1981,935,308,0,0,65,400,2194,1880,9985,16782,2592,11.058486938476562,-0.014468908309936523,0.1006699800491333,461820,0,0,1,0.0752638578414917,0.07827746868133545,0.08152735233306885,0.09076958894729614,0.0897667407989502,0.0907101035118103,21.849990844726562,13.05999755859375,663.3662109375,155.115478515625,0.9089999198913574,0,48,0,Nov-83,Dec-83,0
indianapolis,20,in,14,32,1982,937,315,0,0,69,387,1993,1892,9996,17497,2902,10.662300109863281,-0.0364842414855957,0.11941999197006226,462657,0,0,1,0.07561463117599487,0.07788592576980591,0.08012014627456665,0.08826208114624023,0.08766305446624756,0.09109699726104736,21.899993896484375,13.1199951171875,665.5927734375,154.35400390625,0.9649996757507324,0,48,0,Nov-83,Dec-83,0
indianapolis,20,in,14,32,1983,951,306,1,0,56,376,1821,1886,9235,15123,2805,10.825294494628906,0.015171527862548828,0.11066997051239014,463455,0,0,1,0.07596033811569214,0.07749998569488525,0.07873308658599854,0.08579051494598389,0.0855894684791565,0.09147828817367554,21.949996948242188,13.180000305175781,659.07421875,174.762939453125,0.995999813079834,0,48,1,Nov-83,Dec-83,0
indianapolis,20,in,14,32,1984,939,301,0,1,49,324,1842,2151,8163,13552,3022,11.393646240234375,0.05117011070251465,0.08632999658584595,471622,0,0,1,0.07630115747451782,0.07711958885192871,0.07736575603485107,0.08335411548614502,0.08354538679122925,0.09185421466827393,22,13.239997863769531,680.31396484375,178.2275390625,1.0389995574951172,0,48,0,Nov-87,.,0
indianapolis,20,in,14,32,1985,951,338,0,0,59,346,1795,2422,8209,13927,2893,11.548561096191406,0.013505220413208008,0.07874995470046997,471656,0,0,1,0.07663720846176147,0.07674455642700195,0.07601779699325562,0.08095216751098633,0.08153021335601807,0.09222477674484253,22.04998779296875,13.299995422363281,694.998046875,195.505126953125,1.0759992599487305,1,48,0,Nov-87,.,0
indianapolis,20,in,14,32,1986,952,332,0,0,63,438,1571,2235,8247,13815,3357,12.003288269042969,0.0386197566986084,0.06749999523162842,470591,0,0,1,0.0769684910774231,0.07637476921081543,0.07468879222869873,0.07858395576477051,0.0795433521270752,0.09259015321731567,22.099990844726562,13.359992980957031,745.9736328125,211.52490234375,1.0959997177124023,1,48,0,Nov-87,.,0
indianapolis,20,in,14,32,1987,976,351,1,0,57,432,1334,2720,8744,13336,3735,12.240310668945312,0.01955413818359375,0.06366997957229614,478693,0,0,1,0.07729512453079224,0.07601010799407959,0.07337826490402222,0.07624870538711548,0.07758420705795288,0.09295040369033813,22.149993896484375,13.419998168945312,797.0439453125,224.4073486328125,1.1359996795654297,1,48,1,Nov-87,.,0
indianapolis,20,in,14,32,1988,1012,358,0,1,79,422,1464,3670,7714,12758,3577,12.5054931640625,0.021432876586914062,0.05316999554634094,483187,0,0,1,0.07761728763580322,0.07565057277679443,0.0720859169960022,0.07394587993621826,0.07565218210220337,0.09330570697784424,22.199996948242188,13.479995727539062,815.80859375,224.290283203125,1.182999610900879,1,48,0,Nov-91,.,0
indianapolis,20,in,14,32,1989,997,355,0,0,41,483,1806,3529,8520,13122,3997,12.761283874511719,0.0202484130859375,0.047329992055892944,484056,0,0,1,0.07793498039245605,0.07529592514038086,0.07081127166748047,0.071674644947052,0.0737466812133789,0.09365612268447876,22.25,13.539993286132812,850.80615234375,247.58056640625,1.239999771118164,0,48,0,Nov-91,.,0
indianapolis,20,in,14,32,1990,984,385,0,0,58,541,1642,3983,7878,13697,4836,12.902824401855469,0.011029958724975586,0.0530799925327301,483549,0,0,1,0.07824838161468506,0.07494616508483887,0.06955409049987793,0.06943446397781372,0.07186722755432129,0.09400171041488647,22.29998779296875,13.599998474121094,864.5751953125,272.37939453125,1.3069992065429688,0,48,0,Nov-91,.,0
indianapolis,20,in,14,NA,1991,988,380,1,0,95,561,2001,4415,8732,14970,5231,NA,NA,0.058999985456466675,489392,0,0,1,0.07855749130249023,0.07460111379623413,0.06831395626068115,0.06722462177276611,0.07001328468322754,0.09434264898300171,22.349990844726562,13.659996032714844,912.1767578125,309.22509765625,NA,0,48,1,Nov-91,.,0
indianapolis,20,in,14,NA,1992,977,353,0,1,88,541,2157,4028,8102,15730,5212,NA,NA,0.06499999761581421,493928,0,0,1,0.07886242866516113,0.074260711669921875,0.06709051132202148,0.0650445818901062,0.06818431615829468,0.09467899799346924,22.399993896484375,13.719993591308594,959.77880859375,346.070556640625,NA,0,48,0,Nov-95,.,0
,20,,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Nov-95,.,0
,20,,NA,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Dec-95,.,0
,20,,NA,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,Dec-95,.,0
,20,,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Nov-99,.,0
,20,,NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Nov-99,.,0
,20,,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,Nov-99,.,0
,20,,NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,Nov-99,.,0
,21,,NA,NA,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,Jun-63,.,0
,21,,NA,NA,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,Jun-63,.,0
,21,,NA,NA,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,Jun-63,.,0
,21,,NA,NA,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,Jun-67,.,0
,21,,NA,NA,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,.,.,0
,21,,NA,NA,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,.,.,0
,21,,NA,NA,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,Jun-67,.,0
,21,,NA,NA,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,Oct-68,.,0
,21,,NA,NA,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,Jun-71,.,0
jacksonville,21,,9,59,1969,663,265,0,0,NA,NA,NA,NA,NA,NA,NA,9.811988830566406,0.05124521255493164,0.024999991059303284,NA,0,0,1,0.08738631010055542,0.10423600673675537,0.11040455102920532,0.09732222557067871,0.09355485439300537,0.06470763683319092,NA,NA,NA,NA,NA,0,36,0,Jun-71,.,0
jacksonville,21,fl,9,59,1970,730,355,0,1,95,296,1507,2211,11568,16194,2944,10.162368774414062,0.035086631774902344,0.04307997226715088,504000,0,0,1,0.08601623773574829,0.10146337747573853,0.10731703042984009,0.09674793481826782,0.09382110834121704,0.06739836931228638,22.29998779296875,14.799995422363281,590.2060546875,82.47418212890625,0.3879997730255127,0,36,1,Jun-71,.,0
jacksonville,21,fl,9,59,1971,732,402,1,0,82,254,1264,1941,12035,16582,2547,10.422218322753906,0.02524852752685547,0.04907998442649841,510000,0,0,1,0.08469486236572266,0.09878933429718018,0.10433930158615112,0.09619402885437012,0.09407788515090942,0.06999343633651733,22.610000610351562,14.759994506835938,622.22216796875,106.17279052734375,0.4049999713897705,0,36,0,Jun-75,.,0
jacksonville,21,fl,9,59,1972,786,388,0,0,96,293,1426,2474,10619,15462,1968,11.076553344726562,0.06089043617248535,0.050999999046325684,525695,0,0,1,0.08341962099075317,0.09620875120162964,0.10146564245223999,0.09565949440002441,0.09432566165924072,0.07249784469604492,22.919998168945312,14.719993591308594,631.57861328125,114.83251953125,0.4179999828338623,0,36,0,Jun-75,.,0
jacksonville,21,fl,9,59,1973,770,397,0,0,121,327,1631,1949,11341,16764,2508,11.61260986328125,0.04726099967956543,0.042750000953674316,542900,0,0,1,0.0821881890296936,0.09371674060821533,0.09869056940078735,0.09514331817626953,0.09456497430801392,0.0749163031578064,23.229995727539062,14.680000305175781,560.810546875,121.62158203125,0.4440000057220459,0,36,0,Jun-75,.,0
jacksonville,21,fl,9,59,1974,914,403,0,1,127,354,1960,2201,13476,20113,2755,11.229202270507812,-0.03357338905334473,0.0623299777507782,542215,0,0,1,0.0809982419013977,0.0913088321685791,0.09600919485092163,0.09464454650878906,0.09479618072509766,0.07725310325622559,23.539993286132812,14.639999389648438,600.4052734375,101.41986083984375,0.4930000305175781,0,36,1,Jun-75,.,0
jacksonville,21,fl,9,59,1975,935,601,1,0,91,316,1727,2445,13805,23652,2453,10.842002868652344,-0.03509020805358887,0.10674995183944702,542792,0,0,1,0.07984787225723267,0.0889807939529419,0.09341681003570557,0.09416234493255615,0.09501969814300537,0.07951235771179199,23.849990844726562,14.599998474121094,680.29736328125,102.23046875,0.5379996299743652,1,36,0,Jun-79,.,0
jacksonville,21,fl,9,59,1976,982,572,0,0,90,279,1558,2516,11117,22747,1890,11.04217529296875,0.018294334411621094,0.09007996320724487,543839,0,0,1,0.07873505353927612,0.08672881126403809,0.09090906381607056,0.09369587898254395,0.09523594379425049,0.08169788122177124,24.159988403320312,14.55999755859375,660.80810546875,101.93316650390625,0.5689997673034668,1,36,0,Jul-79,.,0
jacksonville,21,fl,9,59,1977,979,578,0,0,77,299,1466,2329,9961,20176,1691,11.397689819335938,0.03168821334838867,0.08249998092651367,528698,0,0,1,0.07765799760818481,0.0845491886138916,0.088481903076171875,0.09324443340301514,0.09544527530670166,0.08381319046020508,24.469985961914062,14.519996643066406,671.61669921875,95.70953369140625,0.6059999465942383,1,36,0,Jul-79,.,0
jacksonville,21,fl,9,59,1978,958,650,0,1,79,278,1347,2664,10385,19707,1814,11.992324829101562,0.050856590270996094,0.06649994850158691,523199,0,0,1,0.07661491632461548,0.08243846893310547,0.08613145351409912,0.09280717372894287,0.09564793109893799,0.08586156368255615,24.779998779296875,14.479995727539062,671.77880859375,95.09197998046875,0.6519999504089355,1,36,1,Jul-79,Jul-79,0
jacksonville,21,fl,9,59,1979,955,634,1,0,73,372,1555,2903,11450,21013,1983,12.008262634277344,0.0013279914855957031,0.060079991817474365,546419,0,0,1,0.0756043791770935,0.08039343357086182,0.08385413885116577,0.09238362312316895,0.0958443284034729,0.08784621953964233,25.089996337890625,14.439994812011719,618.45703125,104.68316650390625,0.7259998321533203,0,36,0,Jul-83,Jul-79,0
jacksonville,21,fl,9,59,1980,951,606,0,0,70,414,1631,2733,13568,22668,1806,11.849510192871094,-0.013308286666870117,0.058669984340667725,542795,0,0,1,0.07462477684020996,0.078411102294921875,0.08164668083190918,0.09197300672531128,0.09603464603424072,0.08977001905441284,25.399993896484375,14.399993896484375,559.4658203125,94.66015625,0.8239998817443848,0,36,0,May-83,Jul-83,0
jacksonville,21,fl,9,59,1981,948,621,0,0,89,410,2340,2795,13096,24469,1871,11.898651123046875,0.004138469696044922,0.06807994842529297,575157,0,0,1,0.07529258728027344,0.07791692018508911,0.07981634140014648,0.08925306797027588,0.09391778707504272,0.09028667211532593,25.29998779296875,14.299995422363281,579.7578125,108.910888671875,0.9089999198913574,0,36,0,May-83,Jul-83,0
jacksonville,21,fl,9,59,1982,903,664,0,1,83,422,2152,2986,12830,25005,1677,11.721076965332031,-0.015036582946777344,0.08166998624801636,590957,0,0,1,0.07592779397964478,0.07744687795639038,0.07807546854019165,0.086666107177734375,0.09190434217453003,0.09077811241149902,25.199996948242188,14.199996948242188,555.76953125,120.96563720703125,0.9649996757507324,0,36,1,May-83,Jul-83,0
jacksonville,21,fl,9,59,1983,899,699,1,0,82,411,2288,2889,12509,22634,1517,12.190628051757812,0.03927922248840332,0.08616995811462402,605934,0,0,1,0.07653266191482544,0.0769992470741272,0.07641762495040894,0.0842025876045227,0.08998692035675049,0.09124606847763062,25.099990844726562,14.099998474121094,562.99169921875,116.08843994140625,0.995999813079834,1,36,0,May-87,Jul-83,0
jacksonville,21,fl,9,59,1984,915,699,0,0,103,587,2134,3404,11630,22936,1865,12.532241821289062,0.02763652801513672,0.06316995620727539,582421,0,0,1,0.07710939645767212,0.0765724778175354,0.07483702898025513,0.08185380697250366,0.08815890550613403,0.09169220924377441,25,14,589.42529296875,121.73382568359375,1.0389995574951172,1,36,0,May-87,.,0
jacksonville,21,fl,9,59,1985,945,672,0,0,90,705,2693,3813,13663,25806,2154,12.951881408691406,0.03293657302856445,0.05982998013496399,601007,0,0,1,0.07765978574752808,0.07616519927978516,0.07332843542098999,0.07961195707321167,0.08641409873962402,0.09211808443069458,24.899993896484375,13.899993896484375,621.89453125,136.8544921875,1.0759992599487305,1,36,0,May-87,.,0
jacksonville,21,fl,9,59,1986,963,667,0,1,119,618,2985,4281,16498,31668,3241,13.362464904785156,0.031208515167236328,0.057169973850250244,616668,0,0,1,0.07818573713302612,0.07577598094940186,0.07188695669174194,0.07746994495391846,0.08474695682525635,0.0925249457359314,24.79998779296875,13.799995422363281,641.16015625,142.8443603515625,1.0959997177124023,1,36,1,May-87,.,0
jacksonville,21,fl,9,59,1987,944,720,1,0,147,609,3876,4945,20745,38820,5085,13.696296691894531,0.02467632293701172,0.05332997441291809,629887,0,0,1,0.07868874073028564,0.07540374994277954,0.07050830125808716,0.0754212737083435,0.0831524133682251,0.0929141640663147,24.699996948242188,13.699996948242188,661.4375,150.752685546875,1.1359996795654297,0,36,0,May-91,.,0
jacksonville,21,fl,9,59,1988,1097,714,0,0,NA,NA,NA,NA,NA,NA,NA,14.008445739746094,0.022534847259521484,0.04991999268531799,645024,0,0,1,0.0791703462600708,0.07504737377166748,0.06918841600418091,0.07345986366271973,0.08162587881088257,0.09328669309616089,24.599990844726562,13.599998474121094,683.5498046875,166.074462890625,1.182999610900879,0,36,0,May-91,.,0
jacksonville,21,fl,9,59,1989,1174,849,0,0,165,609,3940,4735,19708,33267,5227,14.282257080078125,0.01935720443725586,0.056079983711242676,654737,0,0,1,0.07963186502456665,0.07470589876174927,0.06792360544204712,0.07158029079437256,0.08016300201416016,0.09364372491836548,24.5,13.5,734.67724609375,187.0966796875,1.239999771118164,0,36,0,May-91,.,0
jacksonville,21,fl,9,59,1990,1208,876,0,1,176,704,3963,6811,17529,31392,6043,14.219955444335938,-0.00437164306640625,0.059329986572265625,636680,0,0,1,0.08007442951202393,0.07437831163406372,0.0667104721069336,0.06977760791778564,0.07875996828079224,0.0939861536026001,24.399993896484375,13.399993896484375,791.8896484375,220.3519287109375,1.3069992065429688,0,36,1,May-91,.,0
jacksonville,21,fl,9,NA,1991,1253,892,1,0,128,798,4131,6448,17301,34594,5817,NA,NA,0.07299995422363281,653515,0,0,1,0.08049935102462769,0.07406389713287354,0.06554591655731201,0.06804710626602173,0.07741314172744751,0.09431487321853638,24.29998779296875,13.299995422363281,822.14013671875,264.20654296875,NA,0,36,0,May-95,.,0
jacksonville,21,fl,9,NA,1992,1250,930,0,0,123,713,3614,7098,16304,33138,8787,NA,NA,0.08199995756149292,663899,0,0,1,0.08090752363204956,0.07376182079315186,0.06442713737487793,0.06638461351394653,0.07611918449401855,0.09463071823120117,24.199996948242188,13.199996948242188,852.390625,308.061279296875,NA,0,36,0,May-95,.,0
,21,,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,Apr-95,.,0
,21,,NA,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,Jul-95,.,0
,21,,NA,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,Jul-95,.,0
,21,,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,May-99,.,0
,21,,NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,May-99,.,0
,21,,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,May-99,.,0
,21,,NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,May-03,.,0
,22,,NA,NA,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,Mar-63,.,0
,22,,NA,NA,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,Apr-63,.,0
,22,,NA,NA,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1,.,.,0
,22,,NA,NA,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,Apr-63,.,0
,22,,NA,NA,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,Apr-67,.,0
,22,,NA,NA,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,Apr-67,.,0
,22,,NA,NA,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1,Apr-71,.,0
,22,,NA,NA,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,Apr-71,.,0
,22,,NA,NA,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,Apr-71,.,0
