date,timing,fg,qe
2002-01-03,1.9469953998987704,-1.9165276343593793,
2002-02-07,0.8015226983433473,0.2618092394691728,
2002-03-07,0.5149388675869162,-1.0444169628357196,
2002-04-04,-0.9331369157573324,-1.150671709862491,
2002-05-02,2.1622630911095047,4.873918435402913,
2002-06-06,1.0014082073284516,2.9293362458768883,
2002-07-04,-0.047976469340215946,-1.492647469497006,
2002-09-12,-2.147145209849421,-3.0885120180751646,
2002-10-10,1.026480206762398,2.622468609369475,
2002-11-07,-2.1084323416615485,-1.0606889664910772,
2002-12-05,-0.6494205990494268,0.08047106184242396,
2003-01-09,1.739277736120317,0.05647814790368739,
2003-02-06,0.8205690088085241,0.39766781496899267,
2003-03-06,0.6892646682135687,-3.533796909060464,
2003-04-03,1.0862930084197662,-1.1119892348441691,
2003-05-08,2.022821870805993,3.348302776234315,
2003-06-05,2.2203394845719777,-8.287679142430644,
2003-07-10,1.0860577224288646,-0.8009421821170906,
2003-09-04,1.1862313765002597,-3.2644942470838894,
2003-10-02,0.15689796352243976,4.122613546386135,
2003-11-06,0.4846180042294165,0.09664573640041259,
2003-12-04,0.5652355419824138,-3.594241566405284,
2004-01-08,-0.09050247329931298,-1.601674674974836,
2004-02-05,-0.5099918260785717,-1.7516033159432636,
2004-03-04,1.3408735349965677,1.3924812567187033,
2004-04-01,2.2104896128797358,4.180886157726308,
2004-05-06,-1.188737729227145,2.339461727210776,
2004-06-03,1.1549874596246248,-2.997446628740589,
2004-07-01,-0.8018061342713484,1.443009262390106,
2004-09-02,0.16389982168949793,1.7662600835155338,
2004-10-07,-1.7734527421208546,0.8093181188237493,
2004-11-04,-0.8028736040707615,1.093178692224008,
2004-12-02,1.2033649969712714,1.4413758955753302,
2005-01-13,0.160702219666325,-6.505392262616933,
2005-02-03,-0.308523152725347,-0.3563217833009253,
2005-03-03,-0.680136295966348,-0.3680252687979716,
2005-04-07,0.143806594388861,-2.8112447043774216,
2005-05-04,0.052379823336729435,0.7208827280373028,
2005-06-02,-0.7854578326462058,2.425443289836048,
2005-07-07,0.3665006001266426,3.5140607785753932,
2005-09-01,0.7903044098000449,-2.821575581738813,
2005-10-06,0.14442583739233394,-0.1852265860249389,
2005-11-03,-0.7946268530383184,1.15672354897082,
2005-12-01,-0.6367359803469461,-2.289485803713185,
2006-01-12,-0.7317607172829858,-2.4670854417207737,
2006-02-02,0.20056467820969834,0.4053173289038045,
2006-03-02,-0.6184963313313349,4.836754482096882,
2006-04-06,-8.056315712718241,0.296344293596804,
2006-05-04,0.9546348094919483,0.13247117447184634,
2006-06-08,-2.751248103406287,-0.3348710878321885,
2006-07-06,2.451264679206417,0.566981514515887,
2006-08-03,0.16724119989524153,3.039087589549553,
2006-08-31,0.3067021299939983,2.2032036689827392,
2006-10-05,0.6278699037945857,-0.4620768164874661,
2006-11-02,-0.09087665407386156,0.8689480570306115,
2006-12-07,0.31778398440448424,3.7718674390765847,
2007-01-11,-2.5892993094197476,-3.202112104600665,
2007-02-08,-2.3907494389167656,8.179242416741637,
2007-03-08,1.0003092980504855,-0.26539923862589754,
2007-04-12,-0.4702310281954227,0.4349325398149511,
2007-05-10,0.3773993682487556,-1.8072872186452107,
2007-06-06,0.5801231339833725,-3.0244102030369633,
2007-07-05,-0.16666663110453958,0.7184504805746376,
2007-09-06,-3.6287537420807854,0.4352971470908847,
2007-10-04,1.106187906097442,-2.412775438675695,
2007-11-08,-0.7036476554448424,-2.5018175518283168,
2007-12-06,-0.6408408587840063,5.0769351832477865,
2008-01-10,0.6976554026734039,-2.142619996248236,
2008-02-07,-3.1938916302590794,-2.744272900530296,
2008-03-06,2.8314667071886053,2.845008651817388,
2008-04-10,0.7326656930323281,-1.601183339101939,
2008-05-08,-0.23262090549023404,-1.0289603835297507,
2008-06-05,9.936145084792402,11.584988714492264,
2008-07-03,3.3928627020448174,-25.881384556134297,
2008-08-07,2.410571785975126,-15.550170930945443,
2008-09-04,-0.44900938092592463,-0.008566353969152653,
2008-10-02,-5.866125058634273,-1.6427750630079894,
2008-12-04,0.5701656820523356,4.731715200240489,
2009-01-15,6.548474598884005,-5.127020668847158,
2009-02-05,-4.656050872696205,-1.2296643824094335,
2009-03-05,-2.2686925405835647,0.21602519187782263,
2009-04-02,2.932010323660208,-2.722757610862914,
2009-05-07,-0.9007529441356589,-4.489679736123493,
2009-06-04,0.19777115642322796,7.792821803906248,
2009-07-02,-6.343917880917026,-0.05778549909247383,
2009-08-06,-2.4963071779949226,5.665204867940862,
2009-09-03,-2.367892248241379,-4.466556576239818,
2009-10-08,-0.3918582672835515,-3.1256426360496077,
2009-11-05,-2.0112392504558962,2.733977336419185,
2009-12-03,-5.211874554116586,4.876360475182793,
2010-01-14,0.13576498896203015,-2.819077738368778,
2010-02-04,-0.0799310530114272,-0.7713962876475726,
2010-03-04,-1.4133802955377988,1.0977029369280946,
2010-04-08,1.0016753406683747,-1.3075045428896275,
2010-05-06,1.06969091296864,0.025771352056205666,
2010-06-10,-1.6352798126178538,0.7465696336977549,
2010-07-08,3.07103270503806,1.0092309253801994,
2010-08-05,0.17181531270826728,-1.5740652384316103,
2010-09-02,-0.9569896584870381,-0.29387941672551404,
2010-10-07,0.6288247092211173,-1.2616473619727169,
2010-11-04,-0.5200308801552279,-0.3264749468837311,
2010-12-02,-2.7509967012951586,1.2605383244991228,
2011-01-13,-0.14973124429314563,8.812811026372753,
2011-02-03,-1.904916924250225,-3.5811735561122275,
2011-03-03,10.268805696593999,5.647968659291631,
2011-04-07,1.2934451696955784,-1.6467314962752835,
2011-05-05,-6.020439857659822,-6.613153450473958,
2011-06-09,1.0087506803093191,-5.444712042366227,
2011-07-07,0.47069883737933516,2.0796978635669343,
2011-08-04,-11.700661153361926,-6.790039962761461,
2011-09-08,1.4970191019233734,-4.774051378864431,
2011-10-06,1.3149736952837994,7.459871250447578,
2011-11-03,0.3042056982101049,4.602877150305455,
2011-12-08,-3.0360445674506145,2.132866079936553,
2012-01-12,-0.35965753111357174,0.8497805893458269,
2012-02-09,0.13042989531002225,0.045142614607897084,
