date,OIS_1M,OIS_3M,OIS_6M,OIS_1Y,OIS_2Y,OIS_5Y,OIS_10Y
2002-01-03,1.25000000000002,1.24999999999997,0.700000000000012,0.500000000000034,-0.499999999999989,-1.05000000000004,-1.39999999999993
2002-02-07,0.499999999999989,0.800000000000001,0.499999999999989,1.24999999999997,1.45,2.4,2.09999999999999
2002-03-07,0.500000000000034,0.0,0.200000000000022,-0.499999999999989,-0.499999999999989,0.250000000000039,0.250000000000039
2002-04-04,-0.749999999999984,-1.25000000000002,-0.999999999999979,-2.25,-2.99999999999994,-2.4,-2.29999999999997
2002-05-02,0.499999999999989,2.0,4.25,7.00000000000003,7.24999999999998,6.15000000000006,5.29999999999999
2002-06-06,0.0,0.699999999999967,2.50000000000004,3.75000000000001,2.79999999999996,1.84999999999995,0.55000000000005
2002-07-04,0.0,0.0,-1.00000000000002,-1.69999999999999,-1.20000000000005,-1.14999999999998,-0.4500000000000169
2002-09-12,-1.50000000000001,-3.50000000000001,-2.0,-5.00000000000003,-6.29999999999997,-5.25000000000002,-3.10000000000006
2002-10-10,0.249999999999995,1.2,2.0,3.2,3.50000000000001,2.85000000000002,1.75000000000001
2002-11-07,-1.75000000000001,-1.49999999999997,-2.50000000000004,-3.50000000000001,-3.69999999999999,-1.94999999999999,-1.79999999999998
2002-12-05,0.150000000000006,-0.4500000000000169,-0.4500000000000169,-1.50000000000001,0.299999999999967,1.34999999999996,1.24999999999993
2003-01-09,0.9000000000000339,1.45,1.69999999999999,1.65000000000002,1.95000000000003,2.0,1.20000000000005
2003-02-06,-0.599999999999978,0.800000000000001,1.39999999999998,0.800000000000001,1.00000000000002,0.550000000000006,0.349999999999984
2003-03-06,-0.499999999999989,0.0,-0.999999999999979,-1.45,-3.19999999999996,-2.04999999999997,-0.449999999999973
2003-04-03,0.499999999999989,0.4500000000000169,0.500000000000034,0.499999999999989,-0.200000000000022,0.0,0.349999999999984
2003-05-08,0.0,2.50000000000004,3.2,5.00000000000003,5.75000000000001,4.74999999999999,3.79999999999998
2003-06-05,1.00000000000002,0.199999999999978,-1.50000000000001,-4.25,-7.00000000000003,-8.25,-5.45
2003-07-10,0.250000000000039,0.749999999999984,0.999999999999979,0.0,0.249999999999995,0.09999999999998901,-0.09999999999998901
2003-09-04,-0.300000000000011,0.499999999999989,0.249999999999995,-1.55000000000003,-2.50000000000004,-1.34999999999996,-0.999999999999979
2003-10-02,0.0500000000000167,0.800000000000001,1.75000000000001,3.25000000000002,4.25,3.85000000000004,2.14999999999996
2003-11-06,0.0500000000000167,0.999999999999979,-0.499999999999989,1.00000000000002,0.750000000000028,1.50000000000001,1.30000000000008
2003-12-04,-0.299999999999967,0.0,-1.00000000000002,-2.45000000000002,-3.6,-3.54999999999999,-2.50000000000004
2004-01-08,0.300000000000011,-0.500000000000034,-0.849999999999973,-1.70000000000003,-2.05000000000002,-1.80000000000002,-1.6
2004-02-05,-0.4,-0.749999999999984,-1.15000000000003,-2.49999999999999,-2.8,-3.10000000000001,-2.55000000000001
2004-03-04,0.499999999999989,1.05,1.89999999999997,2.49999999999999,2.50000000000004,1.2,0.800000000000001
2004-04-01,0.0,2.25,4.2,6.00000000000001,6.00000000000001,4.45000000000002,3.05
2004-05-06,-0.449999999999973,-0.4,-0.9500000000000061,0.750000000000028,1.00000000000002,1.10000000000001,0.649999999999995
2004-06-03,-0.349999999999984,1.30000000000003,-0.749999999999984,-1.30000000000003,-1.75000000000001,-1.69999999999999,-0.849999999999973
2004-07-01,0.09999999999998901,-1.29999999999999,0.0,0.499999999999989,0.0,0.0,-0.0499999999999723
2004-09-02,0.0,0.300000000000011,0.9500000000000061,1.29999999999999,2.04999999999997,1.65000000000002,1.24999999999993
2004-10-07,-0.524999999999976,-2.0,-0.9749999999999931,-1.46999999999999,-1.00000000000002,-0.199999999999978,0.350000000000072
2004-11-04,-0.299999999999967,-0.199999999999978,-1.10000000000001,0.0,-0.249999999999995,-0.449999999999973,-0.999999999999979
2004-12-02,1.70000000000003,0.599999999999978,1.49999999999997,2.44999999999997,2.59999999999998,1.64999999999997,0.950000000000007
2005-01-13,-1.29999999999999,-0.4,-2.63499999999999,-5.29099999999998,-7.449999999999999,-7.15000000000003,-5.20000000000001
2005-02-03,0.449999999999973,-0.8500000000000171,-0.249999999999995,-0.800000000000001,-0.800000000000001,0.0500000000000167,0.0
2005-03-03,0.0,-0.749999999999984,-1.14999999999998,-1.2,-1.40000000000002,-1.6,-1.29999999999999
2005-04-07,0.0,-0.199999999999978,-1.29999999999999,-2.44999999999997,-3.29999999999999,-3.45,-2.94999999999996
2005-05-04,-0.09999999999998901,0.0,0.249999999999995,0.699999999999967,1.50000000000001,1.45,2.44999999999997
2005-06-02,-0.300000000000011,-0.999999999999979,0.649999999999995,1.2,0.800000000000001,1.10000000000001,0.249999999999995
2005-07-07,0.499999999999989,0.4,2.0,3.29499999999996,4.34999999999999,4.95000000000001,3.90000000000001
2005-09-01,0.0,0.0,-0.300000000000011,-1.39999999999998,-2.70000000000001,-2.49999999999999,-1.79999999999998
2005-10-06,0.0,0.09999999999998901,-0.09999999999998901,-0.300000000000011,-0.550000000000006,-1.05,-1.29999999999999
2005-11-03,-0.499999999999989,-0.500000000000034,-0.499999999999989,-0.0499999999999723,0.09999999999998901,-0.0500000000000167,-0.09999999999998901
2005-12-01,-0.499999999999989,-0.89999999999999,-1.69999999999999,-2.70000000000001,-3.10000000000001,-2.74999999999999,-1.50000000000001
2006-01-12,-0.600000000000023,-1.05,-1.79999999999998,-2.89999999999999,-3.70000000000004,-3.10000000000001,-2.09999999999999
2006-02-02,0.0,0.249999999999995,0.249999999999995,0.4,0.649999999999995,0.950000000000007,0.749999999999984
2006-03-02,-0.100000000000033,0.4,1.35000000000001,3.14999999999999,4.95000000000001,7.24999999999998,5.00000000000003
2006-04-06,-0.600000000000023,-7.90000000000002,-8.5,-8.599999999999989,-7.800000000000031,-5.7,-3.35000000000001
2006-05-04,0.4,0.999999999999979,0.600000000000023,1.10000000000001,0.9500000000000061,1.09999999999997,0.4500000000000169
2006-06-08,-0.4,-2.8,-3.05,-3.14999999999999,-2.4,-0.499999999999989,1.10000000000001
2006-07-06,0.9500000000000061,2.25,2.34999999999999,2.90000000000004,2.4,0.950000000000007,-0.400000000000045
2006-08-03,-1.2,1.10000000000001,1.40000000000002,2.49999999999999,3.05,2.89999999999999,1.85
2006-08-31,-0.0500000000000167,0.4,1.30000000000003,1.55000000000003,0.9500000000000061,-1.2,-2.90000000000004
2006-10-05,0.4,0.299999999999967,0.349999999999984,0.249999999999995,-0.4,0.09999999999998901,-0.599999999999978
2006-11-02,-0.300000000000011,-0.199999999999978,0.300000000000011,0.599999999999978,0.599999999999978,0.100000000000033,0.4500000000000169
2006-12-07,-0.09999999999998901,0.300000000000011,2.14999999999996,3.75000000000001,3.69999999999999,3.79999999999998,2.65
2007-01-11,-0.4,-3.05,-3.89999999999997,-5.80000000000003,-5.85000000000005,-4.49999999999999,-2.69999999999993
2007-02-08,0.199999999999978,0.649999999999995,1.50000000000001,2.75000000000003,3.65000000000002,15.7,2.09999999999999
2007-03-08,0.499999999999989,0.0,1.29999999999999,0.9000000000000339,-0.199999999999978,-0.89999999999999,-1.05
2007-04-12,-0.249999999999995,-0.499999999999989,-0.3999999999999561,-0.0499999999999723,0.0499999999999723,0.599999999999934,0.999999999999979
2007-05-10,0.200000000000022,-0.0499999999999723,-0.55000000000005,-1.25000000000002,-1.75000000000001,-1.99999999999996,-1.45
2007-06-06,0.350000000000072,-0.200000000000067,-0.549999999999962,-2.09999999999999,-2.55000000000001,-2.00000000000005,-1.20000000000005
2007-07-05,-0.599999999999934,-0.0499999999999723,0.100000000000033,0.499999999999989,0.349999999999984,0.699999999999967,0.74999999999994
2007-09-06,-1.90000000000001,-3.00000000000003,-3.2,-4.19999999999998,-2.95000000000005,-2.4,-0.850000000000062
2007-10-04,0.549999999999962,0.250000000000039,0.100000000000033,-0.999999999999979,-1.79999999999998,-2.70000000000001,-1.99999999999996
2007-11-08,0.0,-1.20000000000005,-1.90000000000001,-2.84999999999993,-3.75000000000005,-2.85000000000002,-2.20000000000002
2007-12-06,-0.449999999999973,0.0999999999999446,1.6,3.2,4.60000000000003,4.29999999999997,3.00000000000002
